movie_id,title,genre,director,language,release_year,rating,duration_min,popularity
332,Movie_332,Adventure,Neha Kapoor,Hindi,2022,3.0,161,1053
333,Movie_333,"Romance, Drama, Sci-Fi",Rahul Verma,Spanish,2010,4.0,94,501
334,Movie_334,Adventure,Raj Mehta,English,2018,7.4,112,9019
335,Movie_335,"Thriller, Comedy, Sci-Fi",Arjun Gupta,French,2024,9.5,167,9058
336,Movie_336,"Action, Drama, Fantasy",Ankit Sharma,French,2016,6.1,93,5600
337,Movie_337,"Action, Thriller",Priya Singh,English,2004,4.8,163,5774
338,Movie_338,"Sci-Fi, Fantasy",Rahul Verma,Spanish,2014,9.5,151,4893
339,Movie_339,"Sci-Fi, Comedy",Neha Kapoor,Hindi,2013,4.7,152,5252
340,Movie_340,"Adventure, Thriller",Arjun Gupta,Spanish,2000,2.1,149,4276
341,Movie_341,Adventure,Priya Singh,Hindi,2002,5.6,99,2504
342,Movie_342,"Action, Adventure",Neha Kapoor,Spanish,2000,4.3,170,2442
343,Movie_343,Action,Neha Kapoor,Spanish,2013,6.8,97,1766
344,Movie_344,Thriller,Priya Singh,English,2009,7.6,148,3344
345,Movie_345,Fantasy,Ankit Sharma,English,2012,6.8,180,7406
346,Movie_346,"Sci-Fi, Romance, Drama",Raj Mehta,Hindi,2013,2.2,130,3483
347,Movie_347,"Action, Comedy",Ankit Sharma,Hindi,2018,4.3,94,1730
348,Movie_348,"Thriller, Drama",Raj Mehta,French,2001,7.6,101,574
349,Movie_349,"Adventure, Comedy, Romance",Raj Mehta,Hindi,2011,4.9,164,7103
350,Movie_350,"Fantasy, Thriller, Romance",Raj Mehta,English,2023,9.7,113,6388
351,Movie_351,"Romance, Action",Priya Singh,Spanish,2021,10.0,152,505
352,Movie_352,Drama,Rahul Verma,Hindi,2024,6.8,152,6618
353,Movie_353,"Comedy, Thriller, Fantasy",Arjun Gupta,Spanish,2024,2.5,95,6114
354,Movie_354,Comedy,Raj Mehta,Spanish,2003,7.9,104,7148
355,Movie_355,"Action, Romance",Priya Singh,Hindi,2025,5.9,101,2532
356,Movie_356,Action,Ankit Sharma,French,2003,1.9,152,8312
357,Movie_357,"Fantasy, Action",Raj Mehta,Spanish,2007,4.6,125,4037
358,Movie_358,"Fantasy, Action",Arjun Gupta,Spanish,2015,4.6,155,7457
359,Movie_359,"Fantasy, Action",Neha Kapoor,Hindi,2017,7.9,166,4894
360,Movie_360,"Action, Adventure, Thriller",Rahul Verma,English,2000,9.4,112,779
361,Movie_361,Drama,Neha Kapoor,Hindi,2006,3.3,158,7212
362,Movie_362,"Action, Comedy, Sci-Fi",Neha Kapoor,French,2015,5.8,160,9276
363,Movie_363,"Action, Thriller",Arjun Gupta,French,2000,3.8,124,3925
364,Movie_364,Sci-Fi,Neha Kapoor,English,2017,2.0,158,6840
365,Movie_365,"Comedy, Thriller",Raj Mehta,Spanish,2007,3.9,125,2939
366,Movie_366,Comedy,Arjun Gupta,French,2015,3.4,100,5967
367,Movie_367,"Action, Drama",Arjun Gupta,English,2010,5.1,86,7361
368,Movie_368,"Fantasy, Action",Raj Mehta,French,2024,3.4,133,7879
369,Movie_369,Comedy,Arjun Gupta,French,2009,9.7,114,4560
370,Movie_370,"Drama, Thriller, Romance",Raj Mehta,French,2024,9.1,101,5409
371,Movie_371,"Adventure, Thriller, Action",Raj Mehta,English,2004,6.6,132,4767
372,Movie_372,Fantasy,Priya Singh,Hindi,2016,4.3,89,2490
373,Movie_373,"Thriller, Drama",Raj Mehta,Spanish,2024,5.3,89,164
374,Movie_374,Fantasy,Neha Kapoor,English,2010,3.6,176,5352
375,Movie_375,"Sci-Fi, Romance",Arjun Gupta,Spanish,2015,2.2,171,4850
376,Movie_376,Comedy,Neha Kapoor,Spanish,2003,5.1,115,9569
377,Movie_377,"Thriller, Adventure",Ankit Sharma,French,2017,7.0,125,4495
378,Movie_378,"Sci-Fi, Action",Raj Mehta,Hindi,2023,8.1,113,6733
379,Movie_379,Romance,Rahul Verma,English,2009,6.8,177,3970
380,Movie_380,"Fantasy, Sci-Fi, Thriller",Rahul Verma,Spanish,2018,2.8,127,5996
381,Movie_381,"Action, Sci-Fi",Ankit Sharma,Hindi,2021,2.6,154,8686
382,Movie_382,"Drama, Adventure, Thriller",Priya Singh,Spanish,2008,3.7,135,814
383,Movie_383,"Sci-Fi, Adventure, Romance",Rahul Verma,French,2018,1.2,174,5745
384,Movie_384,Thriller,Ankit Sharma,English,2000,3.1,164,2927
385,Movie_385,"Romance, Sci-Fi",Arjun Gupta,French,2021,1.9,133,9860
386,Movie_386,"Comedy, Fantasy",Neha Kapoor,Spanish,2013,6.8,124,7952
387,Movie_387,Comedy,Neha Kapoor,Spanish,2021,6.3,122,7176
388,Movie_388,Fantasy,Ankit Sharma,Hindi,2024,9.0,166,8986
389,Movie_389,Adventure,Rahul Verma,Spanish,2010,3.6,143,6030
390,Movie_390,Thriller,Raj Mehta,Hindi,2004,9.9,172,9312
391,Movie_391,"Adventure, Fantasy, Drama",Neha Kapoor,French,2007,8.8,154,9037
392,Movie_392,"Action, Sci-Fi",Neha Kapoor,English,2020,9.1,135,9896
393,Movie_393,"Comedy, Sci-Fi, Romance",Priya Singh,Spanish,2013,4.4,162,6349
394,Movie_394,"Drama, Fantasy",Ankit Sharma,Spanish,2020,6.2,106,9306
395,Movie_395,Thriller,Arjun Gupta,Hindi,2021,9.6,131,9216
396,Movie_396,"Thriller, Comedy",Rahul Verma,English,2013,3.3,112,3794
397,Movie_397,"Drama, Fantasy, Romance",Ankit Sharma,English,2012,2.6,165,3536
398,Movie_398,"Comedy, Drama",Rahul Verma,Hindi,2003,2.1,106,6290
399,Movie_399,"Adventure, Sci-Fi, Comedy",Priya Singh,French,2021,7.0,108,5221
400,Movie_400,Fantasy,Arjun Gupta,Hindi,2005,9.2,113,8383
401,Movie_401,"Thriller, Action",Raj Mehta,English,2022,9.3,104,8004
402,Movie_402,"Comedy, Fantasy",Arjun Gupta,English,2006,5.1,149,775
403,Movie_403,"Comedy, Fantasy, Sci-Fi",Ankit Sharma,Hindi,2016,7.7,105,5961
404,Movie_404,"Drama, Thriller, Romance",Rahul Verma,Hindi,2015,8.2,165,8182
405,Movie_405,"Drama, Sci-Fi, Romance",Ankit Sharma,Spanish,2014,1.6,142,9514
406,Movie_406,Sci-Fi,Raj Mehta,Spanish,2005,5.2,126,6303
407,Movie_407,Comedy,Raj Mehta,French,2005,1.5,144,5874
408,Movie_408,"Adventure, Drama",Arjun Gupta,English,2015,2.4,172,4443
409,Movie_409,"Action, Drama",Priya Singh,Hindi,2000,1.6,125,8735
410,Movie_410,Comedy,Priya Singh,English,2014,4.4,93,4340
411,Movie_411,Adventure,Raj Mehta,Spanish,2002,6.7,101,6033
412,Movie_412,"Comedy, Thriller, Action",Neha Kapoor,Spanish,2001,1.7,96,8671
413,Movie_413,Action,Priya Singh,English,2008,4.3,142,9401
414,Movie_414,"Drama, Adventure",Rahul Verma,Hindi,2024,3.9,165,5045
415,Movie_415,"Drama, Sci-Fi, Romance",Priya Singh,English,2012,4.7,149,4290
416,Movie_416,Romance,Arjun Gupta,Spanish,2000,2.3,107,125
417,Movie_417,"Thriller, Action",Arjun Gupta,Hindi,2009,7.8,102,3585
418,Movie_418,"Adventure, Drama, Thriller",Neha Kapoor,French,2014,7.4,131,7956
419,Movie_419,Thriller,Raj Mehta,French,2011,3.2,165,1648
420,Movie_420,"Drama, Fantasy",Neha Kapoor,Spanish,2007,3.3,172,3610
421,Movie_421,"Romance, Sci-Fi",Priya Singh,English,2004,7.3,97,3564
422,Movie_422,Comedy,Arjun Gupta,Spanish,2000,9.0,111,6033
423,Movie_423,"Sci-Fi, Adventure, Action",Ankit Sharma,Spanish,2008,5.3,132,9563
424,Movie_424,Action,Arjun Gupta,Spanish,2009,2.7,109,9309
425,Movie_425,"Action, Romance",Ankit Sharma,English,2008,4.4,105,2839
426,Movie_426,Fantasy,Arjun Gupta,Spanish,2016,2.5,108,9426
427,Movie_427,Drama,Neha Kapoor,English,2014,1.4,126,4302
428,Movie_428,"Thriller, Drama, Fantasy",Ankit Sharma,Spanish,2011,6.9,114,3040
429,Movie_429,"Romance, Thriller, Adventure",Neha Kapoor,English,2016,6.2,179,4508
430,Movie_430,"Sci-Fi, Comedy, Thriller",Neha Kapoor,English,2002,4.8,99,4772
431,Movie_431,Fantasy,Neha Kapoor,Spanish,2017,4.3,99,1208
432,Movie_432,Comedy,Arjun Gupta,Spanish,2011,4.8,142,6320
433,Movie_433,"Fantasy, Thriller, Sci-Fi",Neha Kapoor,French,2022,2.8,93,2179
434,Movie_434,"Comedy, Drama, Fantasy",Rahul Verma,French,2025,9.7,112,644
435,Movie_435,"Romance, Action",Neha Kapoor,Hindi,2013,8.6,142,8018
436,Movie_436,Drama,Raj Mehta,Spanish,2011,9.2,135,3957
437,Movie_437,"Comedy, Romance, Thriller",Arjun Gupta,Hindi,2013,6.8,165,9701
438,Movie_438,"Comedy, Action, Fantasy",Priya Singh,French,2011,6.0,179,6021
439,Movie_439,"Fantasy, Adventure, Comedy",Ankit Sharma,French,2014,6.0,96,3495
440,Movie_440,"Adventure, Drama, Thriller",Raj Mehta,English,2018,1.8,165,2458
441,Movie_441,"Action, Comedy, Thriller",Ankit Sharma,Hindi,2018,6.6,118,190
442,Movie_442,"Action, Sci-Fi",Raj Mehta,Hindi,2022,4.4,104,1038
443,Movie_443,"Action, Sci-Fi",Raj Mehta,Hindi,2005,3.5,157,5618
444,Movie_444,"Romance, Fantasy",Rahul Verma,French,2014,1.1,169,3162
445,Movie_445,"Thriller, Romance, Sci-Fi",Rahul Verma,Hindi,2012,4.4,165,8365
446,Movie_446,"Comedy, Sci-Fi",Ankit Sharma,English,2003,7.8,126,6102
447,Movie_447,"Action, Sci-Fi, Drama",Rahul Verma,Hindi,2014,2.7,130,4966
448,Movie_448,Thriller,Neha Kapoor,Hindi,2013,7.9,111,7911
449,Movie_449,"Action, Romance, Fantasy",Ankit Sharma,English,2014,5.9,92,5342
450,Movie_450,"Romance, Adventure",Neha Kapoor,French,2018,7.3,101,4490
451,Movie_451,"Fantasy, Drama, Comedy",Ankit Sharma,Hindi,2003,8.9,168,2991
452,Movie_452,"Romance, Sci-Fi, Thriller",Rahul Verma,French,2001,7.0,84,3514
453,Movie_453,Fantasy,Arjun Gupta,Hindi,2016,3.6,127,7622
454,Movie_454,"Comedy, Adventure, Fantasy",Ankit Sharma,French,2025,2.4,143,6818
455,Movie_455,"Action, Thriller",Arjun Gupta,French,2011,1.4,165,3499
456,Movie_456,Action,Raj Mehta,English,2017,1.4,80,4192
457,Movie_457,"Drama, Comedy, Fantasy",Arjun Gupta,Spanish,2007,4.6,142,5419
458,Movie_458,Romance,Raj Mehta,Hindi,2008,4.9,101,3324
459,Movie_459,Comedy,Ankit Sharma,French,2002,9.5,142,5719
460,Movie_460,"Adventure, Romance, Drama",Priya Singh,English,2007,3.1,170,1388
461,Movie_461,"Comedy, Romance, Sci-Fi",Priya Singh,French,2016,1.6,167,9295
462,Movie_462,"Fantasy, Adventure, Romance",Priya Singh,French,2023,8.6,113,1174
463,Movie_463,"Sci-Fi, Romance, Drama",Ankit Sharma,Hindi,2017,4.9,85,2961
464,Movie_464,"Adventure, Romance, Sci-Fi",Neha Kapoor,French,2017,7.7,102,120
465,Movie_465,"Drama, Sci-Fi, Fantasy",Raj Mehta,French,2019,8.6,107,2564
466,Movie_466,"Comedy, Sci-Fi",Neha Kapoor,Hindi,2025,6.5,168,5640
467,Movie_467,"Thriller, Fantasy, Comedy",Rahul Verma,English,2004,2.7,105,4085
468,Movie_468,"Comedy, Fantasy, Sci-Fi",Ankit Sharma,French,2022,9.3,131,6827
469,Movie_469,"Thriller, Romance",Priya Singh,English,2003,4.2,120,5598
470,Movie_470,"Adventure, Comedy, Thriller",Rahul Verma,English,2014,8.3,85,9606
471,Movie_471,Adventure,Rahul Verma,Hindi,2009,4.9,153,5902
472,Movie_472,"Fantasy, Romance",Priya Singh,Spanish,2016,6.5,106,8909
473,Movie_473,"Drama, Romance",Ankit Sharma,English,2014,5.3,156,5777
474,Movie_474,"Fantasy, Romance",Arjun Gupta,Spanish,2004,9.8,103,1792
475,Movie_475,"Adventure, Comedy",Ankit Sharma,English,2002,8.2,145,6589
476,Movie_476,"Romance, Action",Arjun Gupta,Spanish,2011,2.5,99,3430
477,Movie_477,"Action, Thriller, Adventure",Arjun Gupta,French,2020,8.4,144,6280
478,Movie_478,"Drama, Fantasy, Action",Neha Kapoor,French,2000,4.5,102,1212
479,Movie_479,"Drama, Thriller",Priya Singh,Spanish,2020,7.0,173,9115
480,Movie_480,"Romance, Action, Thriller",Raj Mehta,French,2008,9.0,132,7412
481,Movie_481,"Romance, Thriller, Sci-Fi",Arjun Gupta,French,2020,6.1,99,5149
482,Movie_482,"Drama, Romance",Rahul Verma,English,2012,9.7,94,9694
483,Movie_483,Adventure,Neha Kapoor,English,2002,4.8,83,7219
484,Movie_484,"Sci-Fi, Action, Comedy",Arjun Gupta,English,2020,5.0,157,711
485,Movie_485,Adventure,Raj Mehta,Spanish,2002,1.6,100,7164
486,Movie_486,"Thriller, Fantasy, Adventure",Priya Singh,French,2025,3.9,180,5634
487,Movie_487,Thriller,Arjun Gupta,English,2013,3.0,95,8995
488,Movie_488,"Comedy, Romance, Action",Neha Kapoor,Hindi,2025,9.6,96,80
489,Movie_489,"Thriller, Sci-Fi, Drama",Raj Mehta,French,2023,1.9,82,1466
490,Movie_490,"Thriller, Fantasy",Rahul Verma,Hindi,2014,4.7,119,5533
491,Movie_491,Romance,Neha Kapoor,French,2007,9.3,81,3073
492,Movie_492,"Action, Adventure, Comedy",Priya Singh,French,2017,2.7,108,1817
493,Movie_493,"Fantasy, Action, Romance",Arjun Gupta,French,2008,7.1,148,7519
494,Movie_494,Thriller,Neha Kapoor,French,2011,6.9,128,6278
495,Movie_495,"Drama, Fantasy",Raj Mehta,French,2020,3.6,157,2087
496,Movie_496,Action,Neha Kapoor,Spanish,2005,6.4,180,9233
497,Movie_497,"Comedy, Fantasy",Priya Singh,Hindi,2010,4.7,151,2873
498,Movie_498,Sci-Fi,Rahul Verma,Spanish,2017,3.0,139,4334
499,Movie_499,Fantasy,Ankit Sharma,French,2007,3.9,110,2698
500,Movie_500,"Sci-Fi, Action",Rahul Verma,Spanish,2002,6.7,80,2948
501,Movie_501,Drama,Neha Kapoor,French,2012,6.6,143,5889
502,Movie_502,"Fantasy, Drama",Arjun Gupta,French,2020,8.0,104,8126
503,Movie_503,"Fantasy, Action, Thriller",Ankit Sharma,Hindi,2015,2.7,166,5450
504,Movie_504,Adventure,Ankit Sharma,Hindi,2005,6.2,128,2816
505,Movie_505,"Drama, Sci-Fi, Action",Raj Mehta,French,2024,7.0,176,1237
506,Movie_506,Romance,Rahul Verma,Spanish,2004,3.7,119,9730
507,Movie_507,"Sci-Fi, Thriller, Adventure",Neha Kapoor,French,2023,3.4,148,7201
508,Movie_508,"Action, Sci-Fi, Fantasy",Ankit Sharma,Hindi,2012,3.4,96,4263
509,Movie_509,"Drama, Fantasy",Raj Mehta,Hindi,2025,6.4,88,9289
510,Movie_510,"Action, Romance, Drama",Rahul Verma,English,2020,2.9,177,5014
511,Movie_511,"Comedy, Sci-Fi",Raj Mehta,Spanish,2010,1.2,85,3271
512,Movie_512,Thriller,Neha Kapoor,Spanish,2014,3.9,138,8214
513,Movie_513,Sci-Fi,Neha Kapoor,English,2019,5.6,164,4402
514,Movie_514,"Sci-Fi, Drama, Adventure",Ankit Sharma,French,2014,9.5,138,8769
515,Movie_515,"Sci-Fi, Comedy, Adventure",Arjun Gupta,French,2003,3.0,117,228
516,Movie_516,"Adventure, Action",Rahul Verma,French,2022,5.4,95,1908
517,Movie_517,"Sci-Fi, Adventure, Comedy",Neha Kapoor,English,2003,4.0,82,951
518,Movie_518,"Adventure, Fantasy, Sci-Fi",Rahul Verma,Hindi,2023,8.1,179,5790
519,Movie_519,Sci-Fi,Arjun Gupta,English,2011,3.4,123,6970
520,Movie_520,"Thriller, Drama, Fantasy",Priya Singh,Hindi,2025,2.5,97,308
521,Movie_521,Romance,Priya Singh,French,2022,5.6,163,9820
522,Movie_522,"Comedy, Romance",Arjun Gupta,English,2013,2.0,170,8241
523,Movie_523,Thriller,Raj Mehta,English,2013,3.3,113,2802
524,Movie_524,Action,Arjun Gupta,Hindi,2011,2.4,154,8402
525,Movie_525,"Drama, Fantasy",Neha Kapoor,Spanish,2013,3.1,151,6622
526,Movie_526,"Drama, Sci-Fi, Action",Arjun Gupta,English,2010,5.6,85,3962
527,Movie_527,"Comedy, Action",Arjun Gupta,Hindi,2012,1.7,80,8185
528,Movie_528,Thriller,Neha Kapoor,French,2003,8.1,151,9868
529,Movie_529,"Thriller, Fantasy, Sci-Fi",Rahul Verma,Hindi,2011,5.1,161,4347
530,Movie_530,"Adventure, Sci-Fi",Raj Mehta,English,2020,8.2,180,1428
531,Movie_531,"Sci-Fi, Comedy, Action",Neha Kapoor,French,2016,5.6,177,1375
532,Movie_532,"Adventure, Fantasy, Drama",Neha Kapoor,English,2008,8.0,111,4277
533,Movie_533,"Romance, Drama, Comedy",Raj Mehta,Hindi,2023,7.6,167,8018
534,Movie_534,Adventure,Priya Singh,English,2015,6.2,140,5906
535,Movie_535,Sci-Fi,Raj Mehta,Hindi,2023,7.7,153,1178
536,Movie_536,"Romance, Comedy",Rahul Verma,Spanish,2013,4.9,159,8522
537,Movie_537,Comedy,Priya Singh,English,2000,4.1,95,3252
538,Movie_538,"Drama, Thriller, Adventure",Raj Mehta,English,2023,8.2,127,2185
539,Movie_539,"Drama, Fantasy, Adventure",Ankit Sharma,French,2011,7.2,152,1324
540,Movie_540,"Sci-Fi, Adventure, Drama",Raj Mehta,Hindi,2019,3.3,115,7448
541,Movie_541,Romance,Raj Mehta,English,2007,4.6,143,621
542,Movie_542,Thriller,Neha Kapoor,English,2009,7.4,176,1671
543,Movie_543,"Adventure, Sci-Fi, Comedy",Priya Singh,Hindi,2010,7.1,104,6110
544,Movie_544,"Fantasy, Action",Arjun Gupta,Spanish,2003,9.9,107,3371
545,Movie_545,"Thriller, Fantasy, Action",Priya Singh,French,2023,2.0,166,3881
546,Movie_546,"Comedy, Fantasy",Rahul Verma,Spanish,2008,1.0,127,9837
547,Movie_547,"Fantasy, Comedy, Action",Priya Singh,Hindi,2010,9.8,108,8158
548,Movie_548,Sci-Fi,Neha Kapoor,French,2020,7.4,149,2985
549,Movie_549,"Drama, Fantasy",Raj Mehta,French,2022,7.5,97,934
550,Movie_550,Action,Priya Singh,Hindi,2019,3.3,129,6579
551,Movie_551,Fantasy,Raj Mehta,English,2014,9.9,94,5064
552,Movie_552,Adventure,Priya Singh,Hindi,2017,8.9,137,6723
553,Movie_553,"Adventure, Thriller",Arjun Gupta,English,2025,8.5,127,4017
554,Movie_554,"Comedy, Thriller",Rahul Verma,English,2008,9.7,170,8434
555,Movie_555,"Adventure, Action",Rahul Verma,English,2009,9.0,157,3375
556,Movie_556,"Action, Adventure, Fantasy",Arjun Gupta,Spanish,2016,9.1,133,2933
557,Movie_557,"Comedy, Drama",Neha Kapoor,Spanish,2020,1.8,118,9161
558,Movie_558,Action,Priya Singh,English,2014,6.7,82,9088
559,Movie_559,"Thriller, Romance, Drama",Raj Mehta,Hindi,2013,6.7,118,4170
560,Movie_560,"Drama, Comedy",Arjun Gupta,Hindi,2025,5.5,176,4053
561,Movie_561,Comedy,Ankit Sharma,Hindi,2004,3.9,121,5176
562,Movie_562,"Comedy, Thriller, Drama",Arjun Gupta,French,2016,2.0,159,6487
563,Movie_563,Comedy,Rahul Verma,Hindi,2009,1.7,94,8860
564,Movie_564,Romance,Rahul Verma,Spanish,2021,1.2,166,4568
565,Movie_565,"Romance, Comedy, Drama",Raj Mehta,English,2016,7.5,147,6798
566,Movie_566,"Romance, Sci-Fi, Drama",Priya Singh,French,2019,5.8,126,3412
567,Movie_567,Drama,Rahul Verma,Spanish,2006,5.2,177,9151
568,Movie_568,"Sci-Fi, Fantasy, Thriller",Raj Mehta,French,2007,2.0,91,6338
569,Movie_569,"Adventure, Action",Arjun Gupta,Hindi,2020,2.9,161,7770
570,Movie_570,Sci-Fi,Arjun Gupta,French,2011,3.0,164,8926
571,Movie_571,Fantasy,Neha Kapoor,Hindi,2010,8.4,90,3141
572,Movie_572,"Comedy, Fantasy",Raj Mehta,Spanish,2024,9.6,89,8951
573,Movie_573,Romance,Ankit Sharma,Spanish,2019,6.2,111,9725
574,Movie_574,Action,Arjun Gupta,English,2009,3.4,162,6225
575,Movie_575,"Thriller, Adventure, Drama",Rahul Verma,Hindi,2003,6.4,146,8406
576,Movie_576,Action,Raj Mehta,French,2005,2.0,107,1180
577,Movie_577,Action,Priya Singh,French,2007,2.8,99,8141
578,Movie_578,"Sci-Fi, Comedy",Priya Singh,French,2015,6.6,141,7231
579,Movie_579,"Thriller, Fantasy",Raj Mehta,Spanish,2025,6.0,107,5963
580,Movie_580,Fantasy,Priya Singh,English,2001,3.9,99,3824
581,Movie_581,"Action, Thriller",Ankit Sharma,Hindi,2010,4.1,98,5752
582,Movie_582,"Drama, Comedy",Raj Mehta,French,2004,4.1,94,4778
583,Movie_583,"Fantasy, Adventure, Action",Arjun Gupta,English,2009,6.8,101,7372
584,Movie_584,"Adventure, Drama",Arjun Gupta,Hindi,2015,6.6,172,796
585,Movie_585,"Romance, Fantasy, Action",Arjun Gupta,Hindi,2018,8.6,90,538
586,Movie_586,Action,Neha Kapoor,Spanish,2002,7.7,88,4434
587,Movie_587,Action,Neha Kapoor,French,2014,7.5,178,1385
588,Movie_588,"Thriller, Adventure, Drama",Neha Kapoor,Hindi,2023,5.5,145,170
589,Movie_589,"Sci-Fi, Comedy, Action",Neha Kapoor,Spanish,2016,1.9,124,8252
590,Movie_590,"Action, Thriller",Arjun Gupta,Spanish,2003,7.6,171,2347
591,Movie_591,Adventure,Arjun Gupta,French,2010,2.7,86,9551
592,Movie_592,"Thriller, Adventure",Raj Mehta,Spanish,2025,7.2,139,2561
593,Movie_593,"Drama, Thriller, Fantasy",Rahul Verma,English,2005,9.8,157,7666
594,Movie_594,"Action, Drama",Neha Kapoor,Spanish,2021,5.6,121,6724
595,Movie_595,"Thriller, Romance, Adventure",Ankit Sharma,Spanish,2025,1.1,94,1467
596,Movie_596,"Fantasy, Action, Comedy",Priya Singh,English,2010,4.1,155,6000
597,Movie_597,"Action, Drama, Adventure",Neha Kapoor,Spanish,2017,9.7,109,8135
598,Movie_598,"Sci-Fi, Comedy",Rahul Verma,Hindi,2014,5.5,178,5763
599,Movie_599,"Adventure, Romance",Priya Singh,French,2024,6.6,85,7084
600,Movie_600,"Drama, Romance, Comedy",Arjun Gupta,Spanish,2015,2.1,98,7142
601,Movie_601,Drama,Rahul Verma,English,2020,8.4,104,8047
602,Movie_602,"Fantasy, Romance",Ankit Sharma,Hindi,2000,8.0,154,9724
603,Movie_603,Fantasy,Arjun Gupta,English,2014,3.5,168,6390
604,Movie_604,"Comedy, Adventure, Drama",Raj Mehta,French,2021,7.1,116,4206
605,Movie_605,"Action, Sci-Fi",Raj Mehta,French,2018,2.6,112,6985
606,Movie_606,Drama,Rahul Verma,French,2020,10.0,114,689
607,Movie_607,Thriller,Priya Singh,Spanish,2012,9.6,143,2148
608,Movie_608,Romance,Priya Singh,French,2024,5.0,134,6133
609,Movie_609,"Sci-Fi, Comedy",Raj Mehta,French,2013,4.0,133,4888
610,Movie_610,"Adventure, Drama, Romance",Priya Singh,Hindi,2022,3.2,110,3335
611,Movie_611,"Fantasy, Sci-Fi, Drama",Priya Singh,Spanish,2011,1.3,82,8117
612,Movie_612,"Fantasy, Thriller, Drama",Priya Singh,Hindi,2023,2.8,140,9937
613,Movie_613,"Sci-Fi, Thriller",Rahul Verma,Spanish,2023,2.2,147,8983
614,Movie_614,"Action, Sci-Fi, Romance",Ankit Sharma,Spanish,2002,8.8,85,3294
615,Movie_615,"Comedy, Romance",Priya Singh,Hindi,2025,8.8,151,3435
616,Movie_616,Sci-Fi,Rahul Verma,French,2023,6.7,171,4135
617,Movie_617,Fantasy,Neha Kapoor,French,2004,9.2,88,9518
618,Movie_618,"Thriller, Fantasy, Adventure",Priya Singh,Spanish,2007,5.3,141,3639
619,Movie_619,Sci-Fi,Raj Mehta,Hindi,2020,8.0,136,7119
620,Movie_620,"Sci-Fi, Thriller",Rahul Verma,English,2024,3.6,159,4498
621,Movie_621,"Adventure, Romance",Neha Kapoor,French,2015,4.6,161,1068
622,Movie_622,"Thriller, Sci-Fi, Comedy",Neha Kapoor,English,2015,4.4,119,8353
623,Movie_623,Romance,Neha Kapoor,French,2023,4.8,116,6701
624,Movie_624,"Comedy, Action",Ankit Sharma,Hindi,2004,6.0,165,1409
625,Movie_625,"Adventure, Romance, Comedy",Ankit Sharma,Spanish,2011,6.8,163,6224
626,Movie_626,"Action, Drama, Comedy",Priya Singh,English,2015,9.4,137,1063
627,Movie_627,"Thriller, Adventure, Fantasy",Ankit Sharma,Hindi,2015,5.4,122,4085
628,Movie_628,"Drama, Romance",Raj Mehta,French,2010,4.2,129,8271
629,Movie_629,"Thriller, Comedy",Raj Mehta,Spanish,2017,4.5,104,6026
630,Movie_630,Thriller,Raj Mehta,French,2016,6.2,159,8064
631,Movie_631,"Comedy, Adventure, Sci-Fi",Arjun Gupta,French,2013,9.6,138,7281
632,Movie_632,"Action, Drama",Arjun Gupta,French,2008,3.2,130,1963
633,Movie_633,"Fantasy, Sci-Fi",Neha Kapoor,Hindi,2019,7.7,99,6966
634,Movie_634,"Drama, Sci-Fi",Ankit Sharma,Hindi,2023,6.8,136,4162
635,Movie_635,"Comedy, Thriller, Romance",Raj Mehta,Hindi,2016,6.1,128,2505
636,Movie_636,"Romance, Sci-Fi, Thriller",Rahul Verma,French,2001,7.0,82,1378
637,Movie_637,"Fantasy, Sci-Fi",Ankit Sharma,English,2017,9.8,133,3085
638,Movie_638,Sci-Fi,Raj Mehta,French,2004,8.2,132,9273
639,Movie_639,"Thriller, Action, Drama",Priya Singh,English,2000,7.0,131,7721
640,Movie_640,"Fantasy, Drama",Neha Kapoor,Hindi,2000,9.1,121,5734
641,Movie_641,"Fantasy, Action",Priya Singh,Spanish,2015,2.0,124,6790
642,Movie_642,Romance,Arjun Gupta,Spanish,2010,4.4,171,5281
643,Movie_643,"Fantasy, Action",Rahul Verma,English,2008,4.9,137,9502
644,Movie_644,Fantasy,Arjun Gupta,Spanish,2015,9.6,142,3593
645,Movie_645,"Comedy, Thriller, Adventure",Raj Mehta,Hindi,2008,9.4,134,4550
646,Movie_646,"Action, Fantasy",Priya Singh,French,2014,3.9,169,7339
647,Movie_647,"Drama, Sci-Fi",Neha Kapoor,English,2015,8.0,87,6788
648,Movie_648,"Drama, Romance",Ankit Sharma,Spanish,2004,1.4,143,8504
649,Movie_649,Sci-Fi,Ankit Sharma,French,2019,8.9,112,6368
650,Movie_650,"Action, Comedy",Raj Mehta,Hindi,2014,2.9,127,3531
651,Movie_651,"Action, Fantasy",Neha Kapoor,French,2022,9.6,143,1585
652,Movie_652,"Adventure, Drama, Romance",Ankit Sharma,English,2002,3.8,111,9962
653,Movie_653,"Comedy, Thriller, Adventure",Rahul Verma,English,2006,1.0,81,4646
654,Movie_654,"Drama, Fantasy",Ankit Sharma,Spanish,2019,7.3,179,4444
655,Movie_655,Romance,Priya Singh,Spanish,2005,4.6,126,9215
656,Movie_656,"Fantasy, Drama, Adventure",Rahul Verma,Hindi,2011,8.6,163,4738
657,Movie_657,Action,Neha Kapoor,Spanish,2016,3.9,121,2855
658,Movie_658,Fantasy,Priya Singh,Spanish,2021,3.3,129,4875
